566	Enterobacter cloacae;Enterobacter;Enterobacteriaceae;Enterobacterales;Gammaproteobacteria;Proteobacteria	Enterobacter cloacae;Enterobacter;Enterobacteriaceae;Enterobacterales;Gammaproteobacteria;Proteobacteria
567	Thermocrinis albus;Thermocrinis;Aquificaceae;Aquificales;Aquificae;Aquificota	Thermocrinis albus;Thermocrinis;Aquificaceae;Aquificales;Aquificae;Aquificae
568	Sideroxydans lithotrophicus;Sideroxydans;Gallionellaceae;Burkholderiales;Gammaproteobacteria;Proteobacteria	Sideroxydans lithotrophicus;Sideroxydans;Gallionellaceae;Nitrosomonadales;Betaproteobacteria;Proteobacteria
569	Denitrovibrio acetiphilus;Denitrovibrio;Denitrovibrionaceae;Deferribacterales;Deferribacteres;Deferribacterota	Denitrovibrio acetiphilus;Denitrovibrio;Deferribacteraceae;Deferribacterales;Deferribacteres;Deferribacteres
570	Bacillus_C megaterium;Bacillus_C;Bacillaceae_H;Bacillales;Bacilli;Firmicutes	Priestia megaterium;Priestia;Bacillaceae;Bacillales;Bacilli;Firmicutes
571	Mycoplasmopsis_A crocodyli;Mycoplasmopsis_A;Metamycoplasmataceae;Mycoplasmatales;Bacilli;Firmicutes	Mycoplasma crocodyli;Mycoplasma;Mycoplasmataceae;Mycoplasmatales;Mollicutes;Tenericutes
572	Aminobacterium colombiense;Aminobacterium;Aminobacteriaceae;Synergistales;Synergistia;Synergistota	Aminobacterium colombiense;Aminobacterium;Synergistaceae;Synergistales;Synergistia;Synergistetes
573	Coraliomargarita akajimensis;Coraliomargarita;Puniceicoccaceae;Opitutales;Verrucomicrobiae;Verrucomicrobiota	Coraliomargarita akajimensis;Coraliomargarita;Puniceicoccaceae;Puniceicoccales;Opitutae;Verrucomicrobia
574	Prevotella ruminicola;Prevotella;Bacteroidaceae;Bacteroidales;Bacteroidia;Bacteroidota	Prevotella ruminicola;Prevotella;Prevotellaceae;Bacteroidales;Bacteroidia;Bacteroidetes
575	Desulfotalea psychrophila;Desulfotalea;Desulfocapsaceae;Desulfobulbales;Desulfobulbia;Desulfobacterota	Desulfotalea psychrophila;Desulfotalea;Desulfocapsaceae;Desulfobacterales;Deltaproteobacteria;Proteobacteria
576	Aromatoleum aromaticum;Aromatoleum;Rhodocyclaceae;Burkholderiales;Gammaproteobacteria;Proteobacteria	Aromatoleum aromaticum;Aromatoleum;Rhodocyclaceae;Rhodocyclales;Betaproteobacteria;Proteobacteria
577	Ehrlichia ruminantium;Ehrlichia;Anaplasmataceae;Rickettsiales;Alphaproteobacteria;Proteobacteria	Ehrlichia ruminantium;Ehrlichia;Anaplasmataceae;Rickettsiales;Alphaproteobacteria;Proteobacteria
578	Chlamydophila abortus;Chlamydophila;Chlamydiaceae;Chlamydiales;Chlamydiia;Verrucomicrobiota_A	Chlamydia abortus;Chlamydia;Chlamydiaceae;Chlamydiales;Chlamydiia;Chlamydiae
579	Latilactobacillus sakei;Latilactobacillus;Lactobacillaceae;Lactobacillales;Bacilli;Firmicutes	Latilactobacillus sakei;Latilactobacillus;Lactobacillaceae;Lactobacillales;Bacilli;Firmicutes
581	Pseudomonas_E entomophila;Pseudomonas_E;Pseudomonadaceae;Pseudomonadales;Gammaproteobacteria;Proteobacteria	Pseudomonas entomophila;Pseudomonas;Pseudomonadaceae;Pseudomonadales;Gammaproteobacteria;Proteobacteria
582	Herminiimonas arsenicoxydans;Herminiimonas;Burkholderiaceae;Burkholderiales;Gammaproteobacteria;Proteobacteria	Herminiimonas arsenicoxydans;Herminiimonas;Oxalobacteraceae;Burkholderiales;Betaproteobacteria;Proteobacteria
583	Bradyrhizobium sp000026145;Bradyrhizobium;Xanthobacteraceae;Rhizobiales;Alphaproteobacteria;Proteobacteria	Bradyrhizobium sp. ORS 278;Bradyrhizobium;Bradyrhizobiaceae;Hyphomicrobiales;Alphaproteobacteria;Proteobacteria
584	Erwinia tasmaniensis;Erwinia;Enterobacteriaceae;Enterobacterales;Gammaproteobacteria;Proteobacteria	Erwinia tasmaniensis;Erwinia;Erwiniaceae;Enterobacterales;Gammaproteobacteria;Proteobacteria
585	Phytoplasma mali;Phytoplasma;Acholeplasmataceae;Acholeplasmatales;Bacilli;Firmicutes	Candidatus Phytoplasma mali;Candidatus Phytoplasma;Acholeplasmataceae;Acholeplasmatales;Mollicutes;Tenericutes
586	Escherichia fergusonii;Escherichia;Enterobacteriaceae;Enterobacterales;Gammaproteobacteria;Proteobacteria	Escherichia fergusonii;Escherichia;Enterobacteriaceae;Enterobacterales;Gammaproteobacteria;Proteobacteria
302	Lacticaseibacillus paracasei;Lacticaseibacillus;Lactobacillaceae;Lactobacillales;Bacilli;Firmicutes	Lacticaseibacillus paracasei;Lacticaseibacillus;Lactobacillaceae;Lactobacillales;Bacilli;Firmicutes
587	Mycobacterium leprae;Mycobacterium;Mycobacteriaceae;Mycobacteriales;Actinomycetia;Actinobacteriota	Mycobacterium leprae;Mycobacterium;Mycobacteriaceae;Corynebacteriales;Actinomycetia;Actinobacteria
382	Streptococcus suis;Streptococcus;Streptococcaceae;Lactobacillales;Bacilli;Firmicutes	Streptococcus suis;Streptococcus;Streptococcaceae;Lactobacillales;Bacilli;Firmicutes
588	Cronobacter turicensis;Cronobacter;Enterobacteriaceae;Enterobacterales;Gammaproteobacteria;Proteobacteria	Cronobacter turicensis;Cronobacter;Enterobacteriaceae;Enterobacterales;Gammaproteobacteria;Proteobacteria
589	Listeria seeligeri;Listeria;Listeriaceae;Lactobacillales;Bacilli;Firmicutes	Listeria seeligeri;Listeria;Listeriaceae;Bacillales;Bacilli;Firmicutes
590	Streptococcus mitis_AR;Streptococcus;Streptococcaceae;Lactobacillales;Bacilli;Firmicutes	Streptococcus mitis;Streptococcus;Streptococcaceae;Lactobacillales;Bacilli;Firmicutes
591	Streptococcus gallolyticus;Streptococcus;Streptococcaceae;Lactobacillales;Bacilli;Firmicutes	Streptococcus gallolyticus;Streptococcus;Streptococcaceae;Lactobacillales;Bacilli;Firmicutes
592	Xenorhabdus bovienii_C;Xenorhabdus;Enterobacteriaceae;Enterobacterales;Gammaproteobacteria;Proteobacteria	Xenorhabdus bovienii;Xenorhabdus;Morganellaceae;Enterobacterales;Gammaproteobacteria;Proteobacteria
593	Mycoplasmoides genitalium;Mycoplasmoides;Mycoplasmoidaceae;Mycoplasmatales;Bacilli;Firmicutes	Mycoplasma genitalium;Mycoplasma;Mycoplasmataceae;Mycoplasmatales;Mollicutes;Tenericutes
595	Blochmannia floridanus;Blochmannia;Enterobacteriaceae;Enterobacterales;Gammaproteobacteria;Proteobacteria	Candidatus Blochmannia floridanus;Candidatus Blochmannia;Enterobacteriaceae;Enterobacterales;Gammaproteobacteria;Proteobacteria
596	Bartonella henselae;Bartonella;Rhizobiaceae;Rhizobiales;Alphaproteobacteria;Proteobacteria	Bartonella henselae;Bartonella;Bartonellaceae;Hyphomicrobiales;Alphaproteobacteria;Proteobacteria
597	Lawsonia intracellularis;Lawsonia;Desulfovibrionaceae;Desulfovibrionales;Desulfovibrionia;Desulfobacterota	Lawsonia intracellularis;Lawsonia;Desulfovibrionaceae;Desulfovibrionales;Deltaproteobacteria;Proteobacteria
598	Frankia alni;Frankia;Frankiaceae;Mycobacteriales;Actinomycetia;Actinobacteriota	Frankia alni;Frankia;Frankiaceae;Frankiales;Actinomycetia;Actinobacteria
599	Listeria welshimeri;Listeria;Listeriaceae;Lactobacillales;Bacilli;Firmicutes	Listeria welshimeri;Listeria;Listeriaceae;Bacillales;Bacilli;Firmicutes
600	Gramella forsetii;Gramella;Flavobacteriaceae;Flavobacteriales;Bacteroidia;Bacteroidota	Gramella forsetii;Gramella;Flavobacteriaceae;Flavobacteriales;Flavobacteriia;Bacteroidetes
602	Saccharopolyspora erythraea;Saccharopolyspora;Pseudonocardiaceae;Mycobacteriales;Actinomycetia;Actinobacteriota	Saccharopolyspora erythraea;Saccharopolyspora;Pseudonocardiaceae;Pseudonocardiales;Actinomycetia;Actinobacteria
603	Synechococcus_C sp000063505;Synechococcus_C;Cyanobiaceae;PCC-6307;Cyanobacteriia;Cyanobacteria	Synechococcus sp. WH 7803;Synechococcus;Synechococcaceae;Synechococcales;na;Cyanobacteria
604	RCC307 sp000063525;RCC307;Cyanobiaceae;PCC-6307;Cyanobacteriia;Cyanobacteria	Synechococcus sp. RCC307;Synechococcus;Synechococcaceae;Synechococcales;na;Cyanobacteria
605	Mycoplasmopsis agalactiae;Mycoplasmopsis;Metamycoplasmataceae;Mycoplasmatales;Bacilli;Firmicutes	Mycoplasmopsis agalactiae;Mycoplasmopsis;Mycoplasmataceae;Mycoplasmatales;Mollicutes;Tenericutes
606	Sorangium cellulosum_B;Sorangium;Polyangiaceae;Polyangiales;Polyangia;Myxococcota	Sorangium cellulosum;Sorangium;Polyangiaceae;Myxococcales;Deltaproteobacteria;Proteobacteria
607	Bordetella_A petrii;Bordetella_A;Burkholderiaceae;Burkholderiales;Gammaproteobacteria;Proteobacteria	Bordetella petrii;Bordetella;Alcaligenaceae;Burkholderiales;Betaproteobacteria;Proteobacteria
608	Mycobacterium abscessus;Mycobacterium;Mycobacteriaceae;Mycobacteriales;Actinomycetia;Actinobacteriota	Mycobacteroides abscessus;Mycobacteroides;Mycobacteriaceae;Corynebacteriales;Actinomycetia;Actinobacteria
609	Clavibacter sepedonicus;Clavibacter;Microbacteriaceae;Actinomycetales;Actinomycetia;Actinobacteriota	Clavibacter michiganensis;Clavibacter;Microbacteriaceae;Micrococcales;Actinomycetia;Actinobacteria
610	Phytoplasma australiense;Phytoplasma;Acholeplasmataceae;Acholeplasmatales;Bacilli;Firmicutes	Candidatus Phytoplasma australiense;Candidatus Phytoplasma;Acholeplasmataceae;Acholeplasmatales;Mollicutes;Tenericutes
611	Corynebacterium urealyticum;Corynebacterium;Mycobacteriaceae;Mycobacteriales;Actinomycetia;Actinobacteriota	Corynebacterium urealyticum;Corynebacterium;Corynebacteriaceae;Corynebacteriales;Actinomycetia;Actinobacteria
613	Metamycoplasma hominis;Metamycoplasma;Metamycoplasmataceae;Mycoplasmatales;Bacilli;Firmicutes	Mycoplasma hominis;Mycoplasma;Mycoplasmataceae;Mycoplasmatales;Mollicutes;Tenericutes
615	Streptomyces scabiei;Streptomyces;Streptomycetaceae;Streptomycetales;Actinomycetia;Actinobacteriota	Streptomyces scabiei;Streptomyces;Streptomycetaceae;Streptomycetales;Actinomycetia;Actinobacteria
616	Shewanella violacea;Shewanella;Shewanellaceae;Enterobacterales;Gammaproteobacteria;Proteobacteria	Shewanella violacea;Shewanella;Shewanellaceae;Alteromonadales;Gammaproteobacteria;Proteobacteria
133	Thermus thermophilus;Thermus;Thermaceae;Deinococcales;Deinococci;Deinococcota	Thermus thermophilus;Thermus;Thermaceae;Thermales;Deinococci;Deinococcus-Thermus
619	Agrobacterium fabrum;Agrobacterium;Rhizobiaceae;Rhizobiales;Alphaproteobacteria;Proteobacteria	Agrobacterium fabrum;Agrobacterium;Rhizobiaceae;Hyphomicrobiales;Alphaproteobacteria;Proteobacteria
620	Rhizobium etli;Rhizobium;Rhizobiaceae;Rhizobiales;Alphaproteobacteria;Proteobacteria	Rhizobium etli;Rhizobium;Rhizobiaceae;Hyphomicrobiales;Alphaproteobacteria;Proteobacteria
621	Planctopirus limnophila;Planctopirus;Planctomycetaceae;Planctomycetales;Planctomycetes;Planctomycetota	Planctopirus limnophila;Planctopirus;Planctomycetaceae;Planctomycetales;Planctomycetia;Planctomycetes
622	Meiothermus_B silvanus;Meiothermus_B;Thermaceae;Deinococcales;Deinococci;Deinococcota	Meiothermus silvanus;Meiothermus;Thermaceae;Thermales;Deinococci;Deinococcus-Thermus
623	Desulfurivibrio alkaliphilus;Desulfurivibrio;Desulfurivibrionaceae;Desulfobulbales;Desulfobulbia;Desulfobacterota	Desulfurivibrio alkaliphilus;Desulfurivibrio;Desulfobulbaceae;Desulfobacterales;Deltaproteobacteria;Proteobacteria
624	Tsukamurella paurometabola;Tsukamurella;Mycobacteriaceae;Mycobacteriales;Actinomycetia;Actinobacteriota	Tsukamurella paurometabola;Tsukamurella;Tsukamurellaceae;Corynebacteriales;Actinomycetia;Actinobacteria
625	Arcobacter nitrofigilis;Arcobacter;Arcobacteraceae;Campylobacterales;Campylobacteria;Campylobacterota	Arcobacter nitrofigilis;Arcobacter;Arcobacteraceae;Campylobacterales;Epsilonproteobacteria;Proteobacteria
626	Caulobacter segnis;Caulobacter;Caulobacteraceae;Caulobacterales;Alphaproteobacteria;Proteobacteria	Caulobacter segnis;Caulobacter;Caulobacteraceae;Caulobacterales;Alphaproteobacteria;Proteobacteria
627	Arcanobacterium haemolyticum;Arcanobacterium;Actinomycetaceae;Actinomycetales;Actinomycetia;Actinobacteriota	Arcanobacterium haemolyticum;Arcanobacterium;Actinomycetaceae;Actinomycetales;Actinomycetia;Actinobacteria
628	Syntrophothermus lipocalidus;Syntrophothermus;Syntrophothermaceae;Syntrophomonadales;Syntrophomonadia;Firmicutes_B	Syntrophothermus lipocalidus;Syntrophothermus;Syntrophomonadaceae;Eubacteriales;Clostridia;Firmicutes
629	Truepera radiovictrix;Truepera;Trueperaceae;Deinococcales;Deinococci;Deinococcota	Truepera radiovictrix;Truepera;Trueperaceae;Trueperales;Deinococci;Deinococcus-Thermus
630	Leuconostoc kimchii;Leuconostoc;Lactobacillaceae;Lactobacillales;Bacilli;Firmicutes	Leuconostoc kimchii;Leuconostoc;Lactobacillaceae;Lactobacillales;Bacilli;Firmicutes
631	Thermobispora bispora;Thermobispora;Streptosporangiaceae;Streptosporangiales;Actinomycetia;Actinobacteriota	Thermobispora bispora;Thermobispora;Streptosporangiaceae;Streptosporangiales;Actinomycetia;Actinobacteria
632	Waddlia chondrophila;Waddlia;Waddliaceae;Parachlamydiales;Chlamydiia;Verrucomicrobiota_A	Waddlia chondrophila;Waddlia;Waddliaceae;Parachlamydiales;Chlamydiia;Chlamydiae
633	Segniliparus rotundus;Segniliparus;Mycobacteriaceae;Mycobacteriales;Actinomycetia;Actinobacteriota	Segniliparus rotundus;Segniliparus;Segniliparaceae;Corynebacteriales;Actinomycetia;Actinobacteria
634	Brachyspira murdochii;Brachyspira;Brachyspiraceae;Brachyspirales;Brachyspirae;Spirochaetota	Brachyspira murdochii;Brachyspira;Brachyspiraceae;Brachyspirales;Spirochaetia;Spirochaetes
635	Cellulomonas flavigena;Cellulomonas;Cellulomonadaceae;Actinomycetales;Actinomycetia;Actinobacteriota	Cellulomonas flavigena;Cellulomonas;Cellulomonadaceae;Micrococcales;Actinomycetia;Actinobacteria
636	Paraburkholderia sp000092885;Paraburkholderia;Burkholderiaceae;Burkholderiales;Gammaproteobacteria;Proteobacteria	Paraburkholderia atlantica;Paraburkholderia;Burkholderiaceae;Burkholderiales;Betaproteobacteria;Proteobacteria
637	Kyrpidia tusciae;Kyrpidia;Kyrpidiaceae;Kyrpidiales;Alicyclobacillia;Firmicutes	Kyrpidia tusciae;Kyrpidia;Alicyclobacillaceae;Bacillales;Bacilli;Firmicutes
638	Starkeya novella;Starkeya;Xanthobacteraceae;Rhizobiales;Alphaproteobacteria;Proteobacteria	Starkeya novella;Starkeya;Xanthobacteraceae;Hyphomicrobiales;Alphaproteobacteria;Proteobacteria
639	Nocardiopsis dassonvillei;Nocardiopsis;Streptosporangiaceae;Streptosporangiales;Actinomycetia;Actinobacteriota	Nocardiopsis dassonvillei;Nocardiopsis;Nocardiopsaceae;Streptosporangiales;Actinomycetia;Actinobacteria
640	Methylotenera versatilis;Methylotenera;Methylophilaceae;Burkholderiales;Gammaproteobacteria;Proteobacteria	Methylotenera versatilis;Methylotenera;Methylophilaceae;Nitrosomonadales;Betaproteobacteria;Proteobacteria
641	Salisediminibacterium selenitireducens;Salisediminibacterium;Salisediminibacteriaceae;Bacillales;Bacilli;Firmicutes	[Bacillus] selenitireducens;na;Sporolactobacillaceae;Bacillales;Bacilli;Firmicutes
485	Listeria monocytogenes;Listeria;Listeriaceae;Lactobacillales;Bacilli;Firmicutes	Listeria monocytogenes;Listeria;Listeriaceae;Bacillales;Bacilli;Firmicutes
643	Nitrosococcus watsonii;Nitrosococcus;Nitrosococcaceae;Nitrosococcales;Gammaproteobacteria;Proteobacteria	Nitrosococcus watsonii;Nitrosococcus;Chromatiaceae;Chromatiales;Gammaproteobacteria;Proteobacteria
644	Hyphomicrobium denitrificans;Hyphomicrobium;Hyphomicrobiaceae;Rhizobiales;Alphaproteobacteria;Proteobacteria	Hyphomicrobium denitrificans;Hyphomicrobium;Hyphomicrobiaceae;Hyphomicrobiales;Alphaproteobacteria;Proteobacteria
645	Dehalogenimonas lykanthroporepellens;Dehalogenimonas;Dehalococcoidaceae;Dehalococcoidales;Dehalococcoidia;Chloroflexota	Dehalogenimonas lykanthroporepellens;Dehalogenimonas;na;na;Dehalococcoidia;Chloroflexi
646	Herbaspirillum seropedicae;Herbaspirillum;Burkholderiaceae;Burkholderiales;Gammaproteobacteria;Proteobacteria	Herbaspirillum seropedicae;Herbaspirillum;Oxalobacteraceae;Burkholderiales;Betaproteobacteria;Proteobacteria
647	Clostridium_B ljungdahlii;Clostridium_B;Clostridiaceae;Clostridiales;Clostridia;Firmicutes_A	Clostridium autoethanogenum;Clostridium;Clostridiaceae;Eubacteriales;Clostridia;Firmicutes
649	Olsenella uli;Olsenella;Atopobiaceae;Coriobacteriales;Coriobacteriia;Actinobacteriota	Olsenella uli;Olsenella;Atopobiaceae;Coriobacteriales;Coriobacteriia;Actinobacteria
650	Gordonia sp000143885;Gordonia;Mycobacteriaceae;Mycobacteriales;Actinomycetia;Actinobacteriota	Gordonia sp. KTR9;Gordonia;Gordoniaceae;Corynebacteriales;Actinomycetia;Actinobacteria
594	Mycoplasmoides pneumoniae;Mycoplasmoides;Mycoplasmoidaceae;Mycoplasmatales;Bacilli;Firmicutes	Mycoplasma pneumoniae;Mycoplasma;Mycoplasmataceae;Mycoplasmatales;Mollicutes;Tenericutes
651	Desulfarculus baarsii;Desulfarculus;Desulfarculaceae;Desulfarculales;Desulfarculia;Desulfobacterota	Desulfarculus baarsii;Desulfarculus;Desulfarculaceae;Desulfarculales;Deltaproteobacteria;Proteobacteria
652	Sediminispirochaeta smaragdinae;Sediminispirochaeta;Sediminispirochaetaceae;Spirochaetales;Spirochaetia;Spirochaetota	Sediminispirochaeta smaragdinae;Sediminispirochaeta;Spirochaetaceae;Spirochaetales;Spirochaetia;Spirochaetes
653	Prevotella melaninogenica;Prevotella;Bacteroidaceae;Bacteroidales;Bacteroidia;Bacteroidota	Prevotella melaninogenica;Prevotella;Prevotellaceae;Bacteroidales;Bacteroidia;Bacteroidetes
654	Brevundimonas subvibrioides;Brevundimonas;Caulobacteraceae;Caulobacterales;Alphaproteobacteria;Proteobacteria	Brevundimonas subvibrioides;Brevundimonas;Caulobacteraceae;Caulobacterales;Alphaproteobacteria;Proteobacteria
655	Hungatella saccharolytica;Hungatella;Lachnospiraceae;Lachnospirales;Clostridia;Firmicutes_A	Lacrimispora saccharolytica;Lacrimispora;Lachnospiraceae;Eubacteriales;Clostridia;Firmicutes
656	Thermosediminibacter oceani;Thermosediminibacter;Thermosediminibacteraceae;Thermosediminibacterales;Thermosediminibacteria;Firmicutes_A	Thermosediminibacter oceani;Thermosediminibacter;Thermosediminibacteraceae;Thermosediminibacterales;Clostridia;Firmicutes
657	Acetohalobium arabaticum;Acetohalobium;Acetohalobiaceae;Halobacteroidales;Halanaerobiia;Firmicutes_F	Acetohalobium arabaticum;Acetohalobium;Halobacteroidaceae;Halanaerobiales;Clostridia;Firmicutes
658	Butyrivibrio proteoclasticus;Butyrivibrio;Lachnospiraceae;Lachnospirales;Clostridia;Firmicutes_A	Butyrivibrio proteoclasticus;Butyrivibrio;Lachnospiraceae;Eubacteriales;Clostridia;Firmicutes
659	Caldicellulosiruptor obsidiansis;Caldicellulosiruptor;Caldicellulosiruptoraceae;Caldicellulosiruptorales;Thermoanaerobacteria;Firmicutes_A	Caldicellulosiruptor obsidiansis;Caldicellulosiruptor;Thermoanaerobacterales Family III. Incertae Sedis;Thermoanaerobacterales;Clostridia;Firmicutes
660	Micromonospora aurantiaca;Micromonospora;Micromonosporaceae;Mycobacteriales;Actinomycetia;Actinobacteriota	Micromonospora aurantiaca;Micromonospora;Micromonosporaceae;Micromonosporales;Actinomycetia;Actinobacteria
661	Gallionella capsiferriformans;Gallionella;Gallionellaceae;Burkholderiales;Gammaproteobacteria;Proteobacteria	Gallionella capsiferriformans;Gallionella;Gallionellaceae;Nitrosomonadales;Betaproteobacteria;Proteobacteria
662	Clostridium_K cellulovorans;Clostridium_K;Clostridiaceae;Clostridiales;Clostridia;Firmicutes_A	Clostridium cellulovorans;Clostridium;Clostridiaceae;Eubacteriales;Clostridia;Firmicutes
665	Cloacimonas acidaminovorans;Cloacimonas;Cloacimonadaceae;Cloacimonadales;Cloacimonadia;Cloacimonadota	Candidatus Cloacimonas acidaminovorans;Candidatus Cloacimonas;na;na;na;Candidatus Cloacimonetes
666	Shewanella oneidensis;Shewanella;Shewanellaceae;Enterobacterales;Gammaproteobacteria;Proteobacteria	Shewanella oneidensis;Shewanella;Shewanellaceae;Alteromonadales;Gammaproteobacteria;Proteobacteria
667	Lachnospira eligens;Lachnospira;Lachnospiraceae;Lachnospirales;Clostridia;Firmicutes_A	Lachnospira eligens;Lachnospira;Lachnospiraceae;Eubacteriales;Clostridia;Firmicutes
541	Fibrobacter succinogenes;Fibrobacter;Fibrobacteraceae;Fibrobacterales;Fibrobacteria;Fibrobacterota	Fibrobacter succinogenes;Fibrobacter;Fibrobacteraceae;Fibrobacterales;Fibrobacteria;Fibrobacteres
668	Paenibacillus polymyxa_B;Paenibacillus;Paenibacillaceae;Paenibacillales;Bacilli;Firmicutes	Paenibacillus polymyxa;Paenibacillus;Paenibacillaceae;Bacillales;Bacilli;Firmicutes
669	Spirochaeta_A thermophila_A;Spirochaeta_A;Spirochaetaceae_A;Spirochaetales_A;Spirochaetia;Spirochaetota	Spirochaeta thermophila;Spirochaeta;Spirochaetaceae;Spirochaetales;Spirochaetia;Spirochaetes
670	Gloeothece verrucosa;Gloeothece;Microcystaceae;Cyanobacteriales;Cyanobacteriia;Cyanobacteria	Gloeothece verrucosa;Gloeothece;Aphanothecaceae;Chroococcales;na;Cyanobacteria
671	Sulfurimonas autotrophica;Sulfurimonas;Sulfurimonadaceae;Campylobacterales;Campylobacteria;Campylobacterota	Sulfurimonas autotrophica;Sulfurimonas;Thiovulaceae;Campylobacterales;Epsilonproteobacteria;Proteobacteria
672	Thermoanaerobacter wiegelii;Thermoanaerobacter;Thermoanaerobacteraceae;Thermoanaerobacterales;Thermoanaerobacteria;Firmicutes_A	Thermoanaerobacter wiegelii;Thermoanaerobacter;Thermoanaerobacteraceae;Thermoanaerobacterales;Clostridia;Firmicutes
673	Mesotoga prima;Mesotoga;Kosmotogaceae;Petrotogales;Thermotogae;Thermotogota	Mesotoga prima;Mesotoga;Kosmotogaceae;Kosmotogales;Thermotogae;Thermotogae
674	Streptomyces violaceusniger_A;Streptomyces;Streptomycetaceae;Streptomycetales;Actinomycetia;Actinobacteriota	Streptomyces violaceusniger;Streptomyces;Streptomycetaceae;Streptomycetales;Actinomycetia;Actinobacteria
675	Streptococcus mitis;Streptococcus;Streptococcaceae;Lactobacillales;Bacilli;Firmicutes	Streptococcus mitis;Streptococcus;Streptococcaceae;Lactobacillales;Bacilli;Firmicutes
676	Ferrimonas balearica;Ferrimonas;Shewanellaceae;Enterobacterales;Gammaproteobacteria;Proteobacteria	Ferrimonas balearica;Ferrimonas;Ferrimonadaceae;Alteromonadales;Gammaproteobacteria;Proteobacteria
677	Paraburkholderia sp000148685;Paraburkholderia;Burkholderiaceae;Burkholderiales;Gammaproteobacteria;Proteobacteria	Burkholderia sp. CCGE1003;Burkholderia;Burkholderiaceae;Burkholderiales;Betaproteobacteria;Proteobacteria
678	Pantoea vagans;Pantoea;Enterobacteriaceae;Enterobacterales;Gammaproteobacteria;Proteobacteria	Pantoea vagans;Pantoea;Erwiniaceae;Enterobacterales;Gammaproteobacteria;Proteobacteria
679	Parvularcula bermudensis;Parvularcula;Parvularculaceae;Caulobacterales;Alphaproteobacteria;Proteobacteria	Parvularcula bermudensis;Parvularcula;Parvularculaceae;Parvularculales;Alphaproteobacteria;Proteobacteria
681	Polaribacter sp000152945;Polaribacter;Flavobacteriaceae;Flavobacteriales;Bacteroidia;Bacteroidota	Polaribacter sp. MED152;Polaribacter;Flavobacteriaceae;Flavobacteriales;Flavobacteriia;Bacteroidetes
682	Maribacter_A sp000153165;Maribacter_A;Flavobacteriaceae;Flavobacteriales;Bacteroidia;Bacteroidota	Maribacter sp. HTCC2170;Maribacter;Flavobacteriaceae;Flavobacteriales;Flavobacteriia;Bacteroidetes
683	Psychromonas sp000153405;Psychromonas;Psychromonadaceae;Enterobacterales;Gammaproteobacteria;Proteobacteria	Psychromonas sp. CNPT3;Psychromonas;Psychromonadaceae;Alteromonadales;Gammaproteobacteria;Proteobacteria
684	Psychroflexus torquis;Psychroflexus;Flavobacteriaceae;Flavobacteriales;Bacteroidia;Bacteroidota	Psychroflexus torquis;Psychroflexus;Flavobacteriaceae;Flavobacteriales;Flavobacteriia;Bacteroidetes
685	Roseobacter litoralis;Roseobacter;Rhodobacteraceae;Rhodobacterales;Alphaproteobacteria;Proteobacteria	Roseobacter litoralis;Roseobacter;Roseobacteraceae;Rhodobacterales;Alphaproteobacteria;Proteobacteria
686	Octadecabacter antarcticus;Octadecabacter;Rhodobacteraceae;Rhodobacterales;Alphaproteobacteria;Proteobacteria	Octadecabacter antarcticus;Octadecabacter;Roseobacteraceae;Rhodobacterales;Alphaproteobacteria;Proteobacteria
687	Octadecabacter arcticus;Octadecabacter;Rhodobacteraceae;Rhodobacterales;Alphaproteobacteria;Proteobacteria	Octadecabacter arcticus;Octadecabacter;Roseobacteraceae;Rhodobacterales;Alphaproteobacteria;Proteobacteria
688	Mycobacterium kansasii;Mycobacterium;Mycobacteriaceae;Mycobacteriales;Actinomycetia;Actinobacteriota	Mycobacterium kansasii;Mycobacterium;Mycobacteriaceae;Corynebacteriales;Actinomycetia;Actinobacteria
689	Fusobacterium animalis;Fusobacterium;Fusobacteriaceae;Fusobacteriales;Fusobacteriia;Fusobacteriota	Fusobacterium nucleatum;Fusobacterium;Fusobacteriaceae;Fusobacteriales;Fusobacteriia;Fusobacteria
690	Bifidobacterium vaginale;Bifidobacterium;Bifidobacteriaceae;Actinomycetales;Actinomycetia;Actinobacteriota	Gardnerella vaginalis;Gardnerella;Bifidobacteriaceae;Bifidobacteriales;Actinomycetia;Actinobacteria
691	Synechococcus_E sp000161795;Synechococcus_E;Cyanobiaceae;PCC-6307;Cyanobacteriia;Cyanobacteria	Synechococcus sp. WH 8109;Synechococcus;Synechococcaceae;Synechococcales;na;Cyanobacteria
692	Prevotella sp000163055;Prevotella;Bacteroidaceae;Bacteroidales;Bacteroidia;Bacteroidota	Prevotella sp. oral taxon 299;Prevotella;Prevotellaceae;Bacteroidales;Bacteroidia;Bacteroidetes
693	Filifactor alocis;Filifactor;Filifactoraceae;Peptostreptococcales;Clostridia;Firmicutes_A	Filifactor alocis;Filifactor;Peptostreptococcaceae;Eubacteriales;Clostridia;Firmicutes
694	Streptococcus parasanguinis;Streptococcus;Streptococcaceae;Lactobacillales;Bacilli;Firmicutes	Streptococcus parasanguinis;Streptococcus;Streptococcaceae;Lactobacillales;Bacilli;Firmicutes
695	Rothia dentocariosa;Rothia;Micrococcaceae;Actinomycetales;Actinomycetia;Actinobacteriota	Rothia dentocariosa;Rothia;Micrococcaceae;Micrococcales;Actinomycetia;Actinobacteria
